air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_power,temp_diff,overstrain,machine_failure
302.8,311.1,1550,32.3,76,50065.0,8.3,2454.8,0
302.8,311.1,1563,32.2,78,50328.6,8.3,2511.6,0
302.7,310.9,1395,48.3,80,67378.5,8.2,3864.0,0
302.8,311.0,1507,33.4,82,50333.8,8.2,2738.8,0
302.8,311.0,1564,38.5,85,60214.0,8.2,3272.5,0
302.8,311.1,1721,30.0,87,51630.0,8.3,2610.0,0
302.8,311.1,1456,36.1,89,52561.6,8.3,3212.9,0
302.9,311.2,2102,17.8,91,37415.6,8.3,1619.8,0
302.9,311.1,1555,33.9,96,52714.5,8.2,3254.4,0
303.0,311.2,1409,41.9,98,59037.1,8.2,4106.2,0
303.0,311.2,1387,41.4,100,57421.8,8.2,4140.0,0
303.0,311.2,1460,43.9,103,64094.0,8.2,4521.7,0
303.0,311.2,1361,47.6,106,64783.6,8.2,5045.6,1
303.0,311.1,1490,43.0,108,64070.0,8.1,4644.0,0
303.1,311.2,1399,49.2,111,68830.8,8.1,5461.2,0
303.1,311.1,1420,55.8,113,79236.0,8.0,6305.4,0
303.0,311.0,1359,44.2,115,60067.8,8.0,5083.0,1
303.0,311.1,1372,54.3,117,74499.6,8.1,6353.1,1
303.0,311.0,1409,41.7,120,58755.3,8.0,5004.0,0
302.9,311.0,1452,58.3,123,84651.6,8.1,7170.9,0
302.9,311.0,1820,24.6,128,44772.0,8.1,3148.8,0
302.9,311.0,1469,48.7,130,71540.3,8.1,6331.0,0
302.9,311.1,1556,45.3,135,70486.8,8.2,6115.5,0
303.0,311.1,1980,20.2,137,39996.0,8.1,2767.4,0
303.0,311.2,1519,38.0,139,57722.0,8.2,5282.0,0
303.0,311.2,1456,44.0,142,64064.0,8.2,6248.0,0
303.1,311.2,1394,45.3,144,63148.2,8.1,6523.2,0
303.0,311.3,1365,56.2,146,76713.0,8.3,8205.2,1
303.0,311.3,2194,16.5,148,36201.0,8.3,2442.0,0
303.1,311.3,1403,55.6,150,78006.8,8.2,8340.0,0
303.0,311.2,1503,37.0,152,55611.0,8.2,5624.0,0
303.0,311.3,1793,29.3,157,52534.9,8.3,4600.1,0
303.1,311.4,1829,24.5,159,44810.5,8.3,3895.5,0
303.1,311.4,1831,23.3,161,42662.3,8.3,3751.3,0
303.0,311.3,1335,53.6,164,71556.0,8.3,8790.4,1
303.1,311.3,2056,19.7,167,40503.2,8.2,3289.9,0
303.1,311.3,1336,52.6,172,70273.6,8.2,9047.2,1
303.0,311.2,1341,51.0,174,68391.0,8.2,8874.0,1
303.0,311.1,1526,37.3,176,56919.8,8.1,6564.8,0
303.0,311.1,1525,40.7,179,62067.5,8.1,7285.3,0
303.0,311.1,1428,39.8,181,56834.4,8.1,7203.8,0
303.0,311.2,1511,45.7,184,69052.7,8.2,8408.8,0
303.0,311.2,1664,29.8,186,49587.2,8.2,5542.8,0
303.0,311.2,1592,38.9,188,61928.8,8.2,7313.2,0
303.0,311.1,1597,36.7,191,58609.9,8.1,7009.7,0
303.0,311.2,1735,26.1,194,45283.5,8.2,5063.4,0
302.9,311.2,1751,23.8,196,41673.8,8.3,4664.8,0
303.0,311.2,1383,44.6,198,61681.8,8.2,8830.8,0
302.9,311.2,1330,53.7,200,71421.0,8.3,10740.0,1
303.0,311.2,1382,50.5,203,69791.0,8.2,10251.5,0
303.0,311.2,1755,30.4,205,53352.0,8.2,6232.0,0
303.0,311.2,1614,35.7,207,57619.8,8.2,7389.9,0
303.0,311.3,1466,43.0,210,63038.0,8.3,9030.0,0
303.1,311.3,1847,24.7,212,45620.9,8.2,5236.4,0
303.1,311.3,1474,34.8,215,51295.2,8.2,7482.0,0
303.1,311.3,1657,31.8,217,52692.6,8.2,6900.6,0
303.1,311.2,1435,40.1,219,57543.5,8.1,8781.9,0
303.1,311.3,1494,42.7,221,63793.8,8.2,9436.7,0
303.2,311.4,1238,54.6,226,67594.8,8.2,12339.6,1
303.2,311.4,1324,54.2,228,71760.8,8.2,12357.6,1
303.2,311.4,1514,41.2,230,62376.8,8.2,9476.0,0
303.3,311.4,1732,25.6,232,44339.2,8.1,5939.2,0
303.3,311.4,1497,46.0,234,68862.0,8.1,10764.0,1
303.3,311.4,1958,21.5,0,42097.0,8.1,0.0,0
303.3,311.4,1630,32.5,2,52975.0,8.1,65.0,0
303.3,311.4,1395,59.1,4,82444.5,8.1,236.4,0
303.3,311.4,1658,30.5,7,50569.0,8.1,213.5,0
303.2,311.4,1349,51.1,9,68933.9,8.2,459.9,1
303.1,311.2,1452,52.9,11,76810.8,8.1,581.9,0
303.1,311.1,1594,35.5,13,56587.0,8.0,461.5,0
303.1,311.0,1510,47.6,16,71876.0,7.9,761.6,0
303.1,311.1,1854,22.6,19,41900.4,8.0,429.4,0
303.1,311.2,1626,32.3,21,52519.8,8.1,678.3,0
303.1,311.2,1628,35.2,23,57305.6,8.1,809.6,0
303.1,311.2,1679,34.8,25,58429.2,8.1,870.0,0
303.1,311.2,1489,44.5,27,66260.5,8.1,1201.5,0
303.2,311.2,1439,43.9,30,63172.1,8.0,1317.0,0
303.3,311.3,1350,48.1,32,64935.0,8.0,1539.2,1
303.3,311.2,1607,31.7,34,50941.9,7.9,1077.8,0
303.3,311.3,1389,53.9,39,74867.1,8.0,2102.1,0
303.3,311.3,1566,46.1,41,72192.6,8.0,1890.1,0
303.4,311.4,1307,54.0,44,70578.0,8.0,2376.0,1
303.3,311.5,1569,36.6,47,57425.4,8.2,1720.2,0
303.3,311.4,1651,30.6,50,50520.6,8.1,1530.0,0
303.3,311.4,1692,27.9,55,47206.8,8.1,1534.5,0
303.3,311.5,1373,47.3,60,64942.9,8.2,2838.0,1
303.2,311.4,1610,35.5,63,57155.0,8.2,2236.5,0
303.3,311.4,1511,43.4,65,65577.4,8.1,2821.0,0
303.3,311.5,1412,55.6,67,78507.2,8.2,3725.2,0
303.4,311.5,1501,36.2,69,54336.2,8.1,2497.8,0
303.4,311.5,1414,44.8,71,63347.2,8.1,3180.8,0
303.5,311.5,1629,33.5,73,54571.5,8.0,2445.5,0
303.4,311.5,1879,21.3,78,40022.7,8.1,1661.4,0
303.5,311.6,1466,47.0,80,68902.0,8.1,3760.0,0
303.6,311.7,1476,40.1,85,59187.6,8.1,3408.5,0
303.6,311.8,1695,30.7,90,52036.5,8.2,2763.0,0
303.6,311.7,1491,39.8,92,59341.8,8.1,3661.6,0
303.6,311.8,1659,34.7,94,57567.3,8.2,3261.8,0
303.6,311.8,1567,31.7,97,49673.9,8.2,3074.9,0
303.6,311.8,1736,32.9,99,57114.4,8.2,3257.1,0
303.6,311.8,1421,44.8,101,63660.8,8.2,4524.8,1
303.6,311.8,1627,30.8,104,50111.6,8.2,3203.2,0
303.5,311.6,1562,34.2,107,53420.4,8.1,3659.4,0
303.5,311.6,2183,17.0,110,37111.0,8.1,1870.0,0
303.5,311.6,1577,38.1,112,60083.7,8.1,4267.2,0
303.4,311.5,1560,36.4,114,56784.0,8.1,4149.6,0
303.4,311.5,1483,43.0,117,63769.0,8.1,5031.0,0
303.5,311.5,1535,33.3,120,51115.5,8.0,3996.0,0
303.4,311.4,1606,29.6,122,47537.6,8.0,3611.2,0
303.4,311.5,1817,24.7,125,44879.9,8.1,3087.5,0
303.4,311.5,1424,50.8,128,72339.2,8.1,6502.4,0
303.3,311.6,1514,34.7,130,52535.8,8.3,4511.0,0
303.4,311.6,1449,41.7,132,60423.3,8.2,5504.4,0
303.5,311.6,1573,34.0,134,53482.0,8.1,4556.0,0
303.4,311.6,1564,41.9,137,65531.6,8.2,5740.3,0
303.5,311.6,1428,46.2,139,65973.6,8.1,6421.8,0
303.5,311.7,1620,31.0,141,50220.0,8.2,4371.0,0
303.5,311.7,1584,32.7,143,51796.8,8.2,4676.1,0
303.6,311.8,1222,66.8,148,81629.6,8.2,9886.4,1
303.6,311.8,1432,42.5,150,60860.0,8.2,6375.0,0
303.7,311.9,1561,33.3,153,51981.3,8.2,5094.9,0
303.6,311.8,1614,33.2,155,53584.8,8.2,5146.0,0
303.5,311.7,1959,22.3,157,43685.7,8.2,3501.1,0
303.5,311.8,1944,23.5,159,45684.0,8.3,3736.5,0
303.4,311.7,1793,25.8,161,46259.4,8.3,4153.8,0
303.4,311.6,1446,50.0,163,72300.0,8.2,8150.0,0
303.4,311.7,1673,32.2,166,53870.6,8.3,5345.2,0
303.4,311.7,1515,44.2,168,66963.0,8.3,7425.6,0
303.4,311.8,1564,35.9,171,56147.6,8.4,6138.9,0
303.5,311.8,1451,45.2,173,65585.2,8.3,7819.6,0
303.4,311.8,1693,28.3,175,47911.9,8.4,4952.5,0
303.4,311.7,1476,42.3,180,62434.8,8.3,7614.0,0
303.4,311.6,1712,30.1,182,51531.2,8.2,5478.2,0
303.4,311.6,1425,45.4,184,64695.0,8.2,8353.6,0
303.3,311.6,1337,56.8,187,75941.6,8.3,10621.6,1
303.4,311.7,1690,34.9,189,58981.0,8.3,6596.1,0
303.4,311.7,1353,44.1,192,59667.3,8.3,8467.2,1
303.5,311.8,1927,21.9,195,42201.3,8.3,4270.5,0
303.4,311.8,1391,42.7,197,59395.7,8.4,8411.9,0
303.4,311.8,1366,50.9,200,69529.4,8.4,10180.0,1
303.4,311.9,1771,31.6,202,55963.6,8.5,6383.2,0
303.4,311.8,1515,42.6,204,64539.0,8.4,8690.4,0
303.4,311.8,2133,18.3,207,39033.9,8.4,3788.1,0
303.4,311.8,1341,47.0,210,63027.0,8.4,9870.0,1
303.4,311.7,1406,47.1,213,66222.6,8.3,10032.3,0
303.4,311.8,1306,61.0,215,79666.0,8.4,13115.0,1
303.3,311.7,1508,35.5,217,53534.0,8.4,7703.5,0
303.3,311.6,1301,45.1,219,58675.1,8.3,9876.9,1
303.3,311.7,1539,38.5,221,59251.5,8.4,8508.5,0
303.3,311.6,1484,44.6,223,66186.4,8.3,9945.8,0
303.2,311.5,1507,39.2,225,59074.4,8.3,8820.0,0
303.2,311.5,1544,42.5,227,65620.0,8.3,9647.5,0
303.2,311.5,1513,37.9,0,57342.7,8.3,0.0,0
303.2,311.5,1336,58.2,2,77755.2,8.3,116.4,1
303.2,311.4,2102,19.0,5,39938.0,8.2,95.0,0
303.2,311.4,1351,53.8,8,72683.8,8.2,430.4,1
303.3,311.5,1601,35.2,10,56355.2,8.2,352.0,0
303.2,311.3,1393,52.9,12,73689.7,8.1,634.8,0
303.3,311.3,1592,33.7,14,53650.4,8.0,471.8,0
303.3,311.3,1409,51.8,16,72986.2,8.0,828.8,0
303.3,311.3,1393,47.4,18,66028.2,8.0,853.2,0
303.2,311.2,1475,43.1,20,63572.5,8.0,862.0,0
303.2,311.2,1427,45.6,25,65071.2,8.0,1140.0,0
303.3,311.2,1763,27.3,27,48129.9,7.9,737.1,0
303.2,311.2,1363,46.7,29,63652.1,8.0,1354.3,1
303.2,311.2,1404,50.9,31,71463.6,8.0,1577.9,0
303.2,311.2,1688,31.9,33,53847.2,8.0,1052.7,0
303.3,311.4,1510,37.3,36,56323.0,8.1,1342.8,0
303.3,311.3,1502,39.5,38,59329.0,8.0,1501.0,0
303.2,311.4,1607,36.6,43,58816.2,8.2,1573.8,0
303.3,311.5,1384,54.8,48,75843.2,8.2,2630.4,0
303.4,311.7,1295,51.3,51,66433.5,8.3,2616.3,1
303.4,311.7,1991,19.0,53,37829.0,8.3,1007.0,0
303.4,311.6,1497,42.8,58,64071.6,8.2,2482.4,0
303.5,311.6,1465,48.7,60,71345.5,8.1,2922.0,0
303.5,311.6,1361,46.5,62,63286.5,8.1,2883.0,1
303.6,311.7,1546,38.5,64,59521.0,8.1,2464.0,0
303.7,311.9,1332,52.7,66,70196.4,8.2,3478.2,1
303.7,312.0,2663,11.4,71,30358.2,8.3,809.4,1
303.7,312.1,1443,45.9,74,66233.7,8.4,3396.6,0
303.7,312.0,1402,48.6,76,68137.2,8.3,3693.6,0
303.7,312.0,1892,22.5,79,42570.0,8.3,1777.5,0
303.6,312.0,1645,35.7,81,58726.5,8.4,2891.7,0
303.6,311.9,1473,50.1,84,73797.3,8.3,4208.4,0
303.6,312.0,1309,52.9,86,69246.1,8.4,4549.4,1
303.6,311.9,1544,37.1,88,57282.4,8.3,3264.8,0
303.5,311.9,1344,49.3,93,66259.2,8.4,4584.9,1
303.6,311.9,1617,36.0,95,58212.0,8.3,3420.0,0
303.6,312.0,1435,37.9,98,54386.5,8.4,3714.2,0
303.6,312.0,1391,50.3,101,69967.3,8.4,5080.3,0
303.6,312.0,1827,23.3,103,42569.1,8.4,2399.9,0
303.5,312.0,1761,25.8,105,45433.8,8.5,2709.0,0
303.5,312.1,1522,36.4,107,55400.8,8.6,3894.8,0
303.5,312.2,1818,23.6,109,42904.8,8.7,2572.4,0
303.6,312.2,1371,54.6,112,74856.6,8.6,6115.2,1
303.7,312.3,1511,38.9,117,58777.9,8.6,4551.3,0
303.7,312.4,1404,46.6,119,65426.4,8.7,5545.4,0
303.7,312.3,1384,45.9,121,63525.6,8.6,5553.9,0
303.8,312.5,1368,52.6,123,71956.8,8.7,6469.8,0
303.7,312.5,1641,36.0,125,59076.0,8.8,4500.0,0
303.9,312.6,1642,32.3,127,53036.6,8.7,4102.1,0
303.9,312.7,1401,50.0,129,70050.0,8.8,6450.0,0
303.8,312.6,1577,41.3,134,65130.1,8.8,5534.2,0
303.7,312.6,1396,44.1,136,61563.6,8.9,5997.6,0
303.7,312.6,1514,35.5,138,53747.0,8.9,4899.0,0
303.8,312.8,1646,35.8,143,58926.8,9.0,5119.4,0
303.8,312.8,1443,40.7,145,58730.1,9.0,5901.5,0
303.7,312.7,1469,48.5,147,71246.5,9.0,7129.5,0
303.7,312.7,1564,40.2,150,62872.8,9.0,6030.0,0
303.6,312.6,1498,40.2,155,60219.6,9.0,6231.0,0
303.6,312.6,1699,27.9,160,47402.1,9.0,4464.0,0
303.6,312.5,1431,49.0,162,70119.0,8.9,7938.0,0
303.5,312.4,1390,47.3,164,65747.0,8.9,7757.2,0
303.5,312.5,1380,46.1,166,63618.0,9.0,7652.6,0
303.5,312.5,1457,46.4,168,67604.8,9.0,7795.2,0
303.5,312.5,1418,42.2,170,59839.6,9.0,7174.0,0
303.5,312.5,1353,51.0,172,69003.0,9.0,8772.0,0
303.5,312.4,1574,32.7,175,51469.8,8.9,5722.5,0
303.5,312.4,1318,54.2,177,71435.6,8.9,9593.4,0
303.6,312.5,1710,31.4,180,53694.0,8.9,5652.0,0
303.7,312.6,1621,38.8,182,62894.8,8.9,7061.6,0
303.6,312.6,1606,33.6,184,53961.6,9.0,6182.4,0
303.6,312.5,1375,54.0,186,74250.0,8.9,10044.0,0
303.5,312.4,1503,36.5,191,54859.5,8.9,6971.5,0
303.5,312.3,1404,48.6,193,68234.4,8.8,9379.8,0
303.4,312.2,1656,32.7,195,54151.2,8.8,6376.5,0
303.4,312.1,1499,39.4,197,59060.6,8.7,7761.8,0
303.4,312.0,1748,28.4,200,49643.2,8.6,5680.0,0
303.4,311.9,1531,37.9,203,58024.9,8.5,7693.7,0
303.3,311.8,1536,40.6,205,62361.6,8.5,8323.0,0
303.4,311.8,1401,53.0,208,74253.0,8.4,11024.0,1
303.4,311.9,1534,33.2,210,50928.8,8.5,6972.0,0
303.4,312.0,1521,35.9,215,54603.9,8.6,7718.5,1
303.5,312.1,1674,30.8,0,51559.2,8.6,0.0,0
303.6,312.1,1967,20.9,2,41110.3,8.5,41.8,0
303.6,312.2,1696,30.7,5,52067.2,8.6,153.5,0
303.6,312.1,1627,32.5,7,52877.5,8.5,227.5,0
303.5,311.9,1405,45.6,10,64068.0,8.4,456.0,0
303.5,311.9,1565,38.9,12,60878.5,8.4,466.8,0
303.5,311.9,1493,38.7,14,57779.1,8.4,541.8,0
303.4,311.8,1499,45.0,16,67455.0,8.4,720.0,0
303.3,311.8,1692,30.6,18,51775.2,8.5,550.8,0
303.4,311.8,2268,15.8,20,35834.4,8.4,316.0,0
303.4,311.8,1438,58.9,22,84698.2,8.4,1295.8,0
303.5,311.9,1515,39.2,24,59388.0,8.4,940.8,0
303.4,311.9,1491,38.2,26,56956.2,8.5,993.2,0
303.5,312.0,1756,29.7,28,52153.2,8.5,831.6,0
303.5,312.0,1366,54.5,30,74447.0,8.5,1635.0,1
303.5,312.0,1436,45.1,32,64763.6,8.5,1443.2,0
303.4,311.9,1377,41.6,34,57283.2,8.5,1414.4,1
303.4,311.9,1510,42.2,36,63722.0,8.5,1519.2,0
303.4,311.9,1419,50.9,39,72227.1,8.5,1985.1,0
303.3,311.8,1315,62.0,42,81530.0,8.5,2604.0,1
303.3,311.8,1806,27.7,44,50026.2,8.5,1218.8,0
303.3,311.8,1649,29.4,49,48480.6,8.5,1440.6,0
303.4,311.9,1402,50.0,54,70100.0,8.5,2700.0,0
303.4,311.9,1298,63.9,59,82942.2,8.5,3770.1,1
303.3,311.8,1441,44.9,61,64700.9,8.5,2738.9,0
303.3,311.8,1489,49.4,64,73556.6,8.5,3161.6,0
303.3,311.8,1842,24.5,67,45129.0,8.5,1641.5,0
303.4,311.8,1316,50.9,69,66984.4,8.4,3512.1,1
303.3,311.8,1583,33.3,72,52713.9,8.5,2397.6,0
303.3,311.8,1548,33.5,75,51858.0,8.5,2512.5,0
303.4,311.9,1434,44.6,78,63956.4,8.5,3478.8,0
303.5,312.0,1397,52.9,80,73901.3,8.5,4232.0,0
303.5,312.0,1475,42.9,85,63277.5,8.5,3646.5,0
303.5,312.0,1441,56.8,88,81848.8,8.5,4998.4,0
303.7,312.1,1363,51.8,90,70603.4,8.4,4662.0,1
303.7,312.2,1619,34.9,92,56503.1,8.5,3210.8,0
303.7,312.2,1487,34.0,94,50558.0,8.5,3196.0,0
303.7,312.2,1568,33.8,96,52998.4,8.5,3244.8,0
303.7,312.3,1375,46.2,98,63525.0,8.6,4527.6,0
303.6,312.3,1698,31.3,100,53147.4,8.7,3130.0,0
303.7,312.3,1606,37.4,103,60064.4,8.6,3852.2,0
303.7,312.3,1349,51.0,105,68799.0,8.6,5355.0,0
303.7,312.4,1535,38.6,107,59251.0,8.7,4130.2,0
303.6,312.4,1504,49.5,109,74448.0,8.8,5395.5,0
303.5,312.3,1946,21.1,112,41060.6,8.8,2363.2,0
303.5,312.1,1326,55.7,114,73858.2,8.6,6349.8,0
303.6,312.3,1915,22.3,116,42704.5,8.7,2586.8,0
303.6,312.3,1451,43.4,119,62973.4,8.7,5164.6,0
303.5,312.3,1624,34.8,121,56515.2,8.8,4210.8,0
303.6,312.4,1781,28.7,124,51114.7,8.8,3558.8,0
303.6,312.5,1345,54.1,126,72764.5,8.9,6816.6,0
303.6,312.4,1418,46.0,128,65228.0,8.8,5888.0,0
303.7,312.4,1718,26.5,130,45527.0,8.7,3445.0,0
303.7,312.4,1631,28.5,132,46483.5,8.7,3762.0,0
303.7,312.4,1513,40.1,135,60671.3,8.7,5413.5,0
303.7,312.4,1316,59.3,137,78038.8,8.7,8124.1,0
303.7,312.4,1474,38.8,139,57191.2,8.7,5393.2,0
303.8,312.5,1619,30.9,142,50027.1,8.7,4387.8,0
303.7,312.4,1702,31.2,144,53102.4,8.7,4492.8,0
303.7,312.4,1540,37.4,146,57596.0,8.7,5460.4,0
303.7,312.4,1546,33.7,149,52100.2,8.7,5021.3,0
303.7,312.4,1348,51.0,152,68748.0,8.7,7752.0,0
303.7,312.5,1520,35.6,154,54112.0,8.8,5482.4,0
303.8,312.6,1527,41.9,159,63981.3,8.8,6662.1,0
303.8,312.6,1406,47.1,162,66222.6,8.8,7630.2,0
303.7,312.5,1462,46.2,165,67544.4,8.8,7623.0,0
303.8,312.6,1684,29.3,167,49341.2,8.8,4893.1,0
303.8,312.5,1655,28.0,170,46340.0,8.7,4760.0,0
303.8,312.5,1748,25.1,175,43874.8,8.7,4392.5,0
303.8,312.5,1372,45.7,180,62700.4,8.7,8226.0,0
303.7,312.5,1481,33.3,182,49317.3,8.8,6060.6,0
303.7,312.4,1512,39.2,184,59270.4,8.7,7212.8,0
303.7,312.5,1632,36.6,186,59731.2,8.8,6807.6,0
303.7,312.4,1525,43.9,188,66947.5,8.7,8253.2,0
303.7,312.3,1756,26.4,190,46358.4,8.6,5016.0,0
303.7,312.3,1922,23.1,193,44398.2,8.6,4458.3,0
303.8,312.5,1448,44.3,195,64146.4,8.7,8638.5,0
303.8,312.5,1447,46.6,198,67430.2,8.7,9226.8,0
303.8,312.4,1597,33.4,203,53339.8,8.6,6780.2,0
303.7,312.4,1642,32.3,206,53036.6,8.7,6653.8,0
303.8,312.5,1525,38.0,209,57950.0,8.7,7942.0,0
303.6,312.4,1460,53.7,214,78402.0,8.8,11491.8,0
303.6,312.3,2168,17.7,219,38373.6,8.7,3876.3,0
303.6,312.4,1388,41.9,221,58157.2,8.8,9259.9,0
303.6,312.3,1630,32.4,223,52812.0,8.7,7225.2,0
303.6,312.3,1616,29.3,226,47348.8,8.7,6621.8,0
303.6,312.4,2232,16.8,0,37497.6,8.8,0.0,0
303.6,312.4,1480,50.7,2,75036.0,8.8,101.4,0
303.6,312.4,1363,53.1,7,72375.3,8.8,371.7,0
303.6,312.4,1436,45.6,9,65481.6,8.8,410.4,0
303.6,312.5,1607,33.7,14,54155.9,8.9,471.8,0
303.6,312.5,1459,48.2,17,70323.8,8.9,819.4,0
303.5,312.4,1481,43.7,20,64719.7,8.9,874.0,0
303.5,312.4,1606,31.7,22,50910.2,8.9,697.4,0
303.5,312.3,1681,29.8,25,50093.8,8.8,745.0,0
303.5,312.2,1511,37.1,27,56058.1,8.7,1001.7,0
303.5,312.3,1593,35.2,29,56073.6,8.8,1020.8,0
303.5,312.3,1532,41.7,32,63884.4,8.8,1334.4,0
303.5,312.3,1386,49.0,35,67914.0,8.8,1715.0,0
303.4,312.3,1769,27.9,40,49355.1,8.9,1116.0,0
303.4,312.2,1561,38.2,45,59630.2,8.8,1719.0,0
303.3,312.2,1457,40.7,48,59299.9,8.9,1953.6,0
303.3,312.2,1506,40.0,50,60240.0,8.9,2000.0,0
303.4,312.2,1337,69.4,52,92787.8,8.8,3608.8,1
303.4,312.3,1287,54.8,54,70527.6,8.9,2959.2,0
303.4,312.2,1615,35.7,56,57655.5,8.8,1999.2,0
303.4,312.2,1972,23.5,59,46342.0,8.8,1386.5,0
303.4,312.3,1522,42.1,62,64076.2,8.9,2610.2,0
303.4,312.3,1680,30.6,67,51408.0,8.9,2050.2,0
303.4,312.3,1502,36.0,69,54072.0,8.9,2484.0,0
303.5,312.3,1543,33.3,71,51381.9,8.8,2364.3,0
303.5,312.3,1584,35.2,74,55756.8,8.8,2604.8,0
303.5,312.4,1340,44.5,76,59630.0,8.9,3382.0,0
303.4,312.3,1663,33.9,78,56375.7,8.9,2644.2,0
303.3,312.1,1693,30.0,80,50790.0,8.8,2400.0,0
303.3,312.1,1418,44.7,83,63384.6,8.8,3710.1,0
303.4,312.2,1554,36.8,85,57187.2,8.8,3128.0,0
303.4,312.2,1580,35.8,90,56564.0,8.8,3222.0,0
303.4,312.3,1479,42.8,92,63301.2,8.9,3937.6,0
303.5,312.4,1284,70.6,94,90650.4,8.9,6636.4,1
303.4,312.3,1540,38.7,96,59598.0,8.9,3715.2,0
303.5,312.4,1606,30.1,98,48340.6,8.9,2949.8,0
303.6,312.5,1286,62.4,101,80246.4,8.9,6302.4,0
303.6,312.6,1502,39.5,103,59329.0,9.0,4068.5,0
303.6,312.7,1699,31.5,105,53518.5,9.1,3307.5,0
303.5,312.6,1602,34.2,108,54788.4,9.1,3693.6,0
303.6,312.6,1436,42.0,110,60312.0,9.0,4620.0,0
303.6,312.7,1765,27.5,115,48537.5,9.1,3162.5,0
303.6,312.7,1418,44.1,118,62533.8,9.1,5203.8,0
303.7,312.7,1669,31.7,120,52907.3,9.0,3804.0,0
303.7,312.7,1395,53.9,123,75190.5,9.0,6629.7,0
303.8,312.7,1500,41.7,125,62550.0,8.9,5212.5,0
303.8,312.7,1555,33.4,128,51937.0,8.9,4275.2,0
303.8,312.7,1919,20.2,131,38763.8,8.9,2646.2,0
303.8,312.7,1596,36.6,134,58413.6,8.9,4904.4,0
303.8,312.7,1374,53.6,136,73646.4,8.9,7289.6,0
303.7,312.5,1670,26.1,139,43587.0,8.8,3627.9,0
303.7,312.6,1702,29.1,141,49528.2,8.9,4103.1,0
303.8,312.5,1366,45.1,143,61606.6,8.7,6449.3,0
303.8,312.5,2344,15.2,146,35628.8,8.7,2219.2,0
303.8,312.6,1768,23.9,149,42255.2,8.8,3561.1,0
303.8,312.5,1523,47.0,152,71581.0,8.7,7144.0,0
303.8,312.6,1735,25.9,154,44936.5,8.8,3988.6,0
303.9,312.7,1339,62.3,156,83419.7,8.8,9718.8,0
303.9,312.7,1800,24.3,158,43740.0,8.8,3839.4,0
304.0,312.7,1456,51.2,160,74547.2,8.7,8192.0,0
303.9,312.7,1789,24.4,163,43651.6,8.8,3977.2,0
303.9,312.7,1602,33.9,165,54307.8,8.8,5593.5,0
303.8,312.7,1364,49.3,167,67245.2,8.9,8233.1,0
303.8,312.6,1793,28.1,170,50383.3,8.8,4777.0,0
303.9,312.6,1426,53.4,172,76148.4,8.7,9184.8,0
303.9,312.7,1485,43.3,174,64300.5,8.8,7534.2,0
303.9,312.7,1528,38.4,177,58675.2,8.8,6796.8,0
303.8,312.6,1565,36.0,179,56340.0,8.8,6444.0,0
303.8,312.7,1838,27.8,181,51096.4,8.9,5031.8,0
303.8,312.6,1811,24.9,183,45093.9,8.8,4556.7,0
303.8,312.7,1461,38.2,188,55810.2,8.9,7181.6,0
303.8,312.7,1414,41.7,190,58963.8,8.9,7923.0,0
303.7,312.7,1426,45.5,192,64883.0,9.0,8736.0,0
303.7,312.7,1359,56.8,194,77191.2,9.0,11019.2,1
303.7,312.7,1540,44.8,196,68992.0,9.0,8780.8,0
303.6,312.7,1429,47.7,198,68163.3,9.1,9444.6,0
303.7,312.7,1612,36.3,200,58515.6,9.0,7260.0,0
303.7,312.8,1685,31.8,203,53583.0,9.1,6455.4,0
303.7,312.8,1558,37.7,206,58736.6,9.1,7766.2,0
303.7,313.0,1811,24.3,209,44007.3,9.3,5078.7,0
303.8,313.1,1869,25.8,211,48220.2,9.3,5443.8,0
303.8,313.1,1256,58.7,213,73727.2,9.3,12503.1,1
303.8,313.0,1789,23.5,215,42041.5,9.2,5052.5,0
303.7,312.9,1502,40.5,0,60831.0,9.2,0.0,0
303.7,313.0,1303,54.4,2,70883.2,9.3,108.8,0
303.8,313.1,2497,13.0,5,32461.0,9.3,65.0,1
303.9,313.2,1499,37.4,7,56062.6,9.3,261.8,0
303.9,313.2,1393,46.5,9,64774.5,9.3,418.5,0
303.9,313.0,1475,41.0,11,60475.0,9.1,451.0,0
303.8,312.9,1573,34.6,14,54425.8,9.1,484.4,0
303.8,312.9,1819,23.7,16,43110.3,9.1,379.2,0
303.5,312.6,1642,29.4,18,48274.8,9.1,529.2,0
303.6,312.6,1540,39.8,21,61292.0,9.0,835.8,0
303.6,312.8,1400,43.2,23,60480.0,9.2,993.6,0
303.6,312.8,2659,11.4,26,30312.6,9.2,296.4,1
303.6,312.8,1825,25.2,29,45990.0,9.2,730.8,0
303.7,312.9,1532,41.3,32,63271.6,9.2,1321.6,0
303.7,312.8,1832,23.6,35,43235.2,9.1,826.0,0
303.6,312.7,2174,17.6,37,38262.4,9.1,651.2,0
303.7,312.8,1627,31.7,40,51575.9,9.1,1268.0,0
303.7,312.8,1437,51.3,42,73718.1,9.1,2154.6,0
303.7,312.8,1364,46.3,44,63153.2,9.1,2037.2,0
303.7,312.9,1444,52.7,46,76098.8,9.2,2424.2,0
303.7,312.8,1366,47.3,49,64611.8,9.1,2317.7,0
303.8,312.9,1442,48.3,52,69648.6,9.1,2511.6,0
